uuid,Members,Answers,Fully specified name:en,Fully specified name:pt_BR,Short name:en,Short name:pt_BR,Description:en,Description:pt_BR,Data class,Data type,Units,Normal high,Normal low,_version:1,_order:1008
7352febe-77a1-11e9-8f9e-2a86e4085a59,PP_Key_population;PP_If_Key_population_yes;PP_Vulnerable_Population;PP_IF_Vulnerable_Population_Yes,,Group_Priority_Population_obs_form,Group_Priority_Population_obs_form,Group II-Priority Population,População Prioritária,,,Misc,N/A,,,,,
