uuid,Members,Answers,Fully specified name:en,Fully specified name:pt,Short name:en,Short name:pt,Description:en,Description:pt,Data class,Data type,Allow decimals,Units,Normal high,Normal low,_version:1,_order:1003
84f626d0-3f10-11e4-adec-0800271c1b75,HEIGHT;WEIGHT,,Nutritional Values,Nutritional Values,,,,,ConvSet,Numeric,yes,,,,,
