Uuid,Void/Retire,Answers,Fully specified name:en,Fully specified name:pt,Short name:en,Short name:pt,Data class,Data type,_order:1000
64521a16-7e8c-44a4-b9cc-cb30b49a4123,,,Consultation_Note,Consultation_Note,,,Misc,Text,
