uuid,Members,Answers,Fully specified name:pt_BR,Fully specified name:en,Short name:pt_BR,Short name:en,Data class,Data type,_version:1,_order:100
d26b97ab-eaa0-4dce-8fa4-14edaff7b7df,,,Centro de Exames Médicos -,Centro de Exames Médicos -,Centro de Exames Médicos -,Centro de Exames Médicos -,Misc,N/A,,
9e4a5edd-9f38-4136-91d2-a878a5217862,,,CHAEM -,CHAEM -,CHAEM -,CHAEM -,Misc,N/A,,
b2d4f143-6585-4b23-9f36-c3b1ad5baa63,,,Clinica Privado Maputo -,Clinica Privado Maputo -,Clinica Privado Maputo -,Clinica Privado Maputo -,Misc,N/A,,
8324de3e-24b4-4fe2-a2a9-890a68803ac9,,,CS 1 de Junho - 1110406,CS 1 de Junho - 1110406,CS 1 de Junho - 1110406,CS 1 de Junho - 1110406,Misc,N/A,,
bce8fb85-8970-459f-b436-925a795387a8,,,CS 1 de Maio - 1030108,CS 1 de Maio - 1030108,CS 1 de Maio - 1030108,CS 1 de Maio - 1030108,Misc,N/A,,
2a2615f2-0ad7-42f3-a04e-7a02576b2e7c,,,CS 1 de Maio - 1110307,CS 1 de Maio - 1110307,CS 1 de Maio - 1110307,CS 1 de Maio - 1110307,Misc,N/A,,
091dbd0e-eaef-4ba4-a002-afd62591abcb,,,CS 16 de Junho - 1041137,CS 16 de Junho - 1041137,CS 16 de Junho - 1041137,CS 16 de Junho - 1041137,Misc,N/A,,
3892782e-aedf-4c61-9521-ff32bfec7d0b,,,CS 17 De Setembro - 1040106,CS 17 De Setembro - 1040106,CS 17 De Setembro - 1040106,CS 17 De Setembro - 1040106,Misc,N/A,,
6b088a2e-e2cd-42a3-81ee-0432db78db53,,,CS 18 de Outubro - 1020114,CS 18 de Outubro - 1020114,CS 18 de Outubro - 1020114,CS 18 de Outubro - 1020114,Misc,N/A,,
d0982734-8155-4d67-aee4-959d5bf6bec1,,,CS 1º de Maio - 1060107,CS 1º de Maio - 1060107,CS 1º de Maio - 1060107,CS 1º de Maio - 1060107,Misc,N/A,,
be7f35ba-14e2-4a99-ba1a-c08742dcba6e,,,CS 24 de Julho - 1040107,CS 24 de Julho - 1040107,CS 24 de Julho - 1040107,CS 24 de Julho - 1040107,Misc,N/A,,
830ff1ed-bbba-4a6a-a883-db7ef91e6f87,,,CS 25 de Setembro - 1030106,CS 25 de Setembro - 1030106,CS 25 de Setembro - 1030106,CS 25 de Setembro - 1030106,Misc,N/A,,
a6a99452-5b3f-4c58-91b9-58329a3f38c6,,,CS 25 de Setembro - 1051018,CS 25 de Setembro - 1051018,CS 25 de Setembro - 1051018,CS 25 de Setembro - 1051018,Misc,N/A,,
2cc56a09-d8f1-4d3a-81fc-ceca2f5261d7,,,CS 25 de Setembro - 1090605,CS 25 de Setembro - 1090605,CS 25 de Setembro - 1090605,CS 25 de Setembro - 1090605,Misc,N/A,,
3903301c-c05b-4d85-8d04-fd25cb322d34,,,CS 3 de Fevereiro - 1100415,CS 3 de Fevereiro - 1100415,CS 3 de Fevereiro - 1100415,CS 3 de Fevereiro - 1100415,Misc,N/A,,
3469f1ea-20bc-4f88-922c-12abf332feff,,,CS 3 Fevereiro - 1070408,CS 3 Fevereiro - 1070408,CS 3 Fevereiro - 1070408,CS 3 Fevereiro - 1070408,Misc,N/A,,
d7536c32-0b82-4d9e-a134-d29e704419bc,,,CS 4 de Dezembro - 1040109,CS 4 de Dezembro - 1040109,CS 4 de Dezembro - 1040109,CS 4 de Dezembro - 1040109,Misc,N/A,,
20c37772-109a-4bb4-b81d-2c6fb6026df3,,,CS 4º Congresso - 1060798,CS 4º Congresso - 1060798,CS 4º Congresso - 1060798,CS 4º Congresso - 1060798,Misc,N/A,,
46491f23-2d6b-466f-bc45-2796821e833c,,,CS 7 de Abril - 1041715,CS 7 de Abril - 1041715,CS 7 de Abril - 1041715,CS 7 de Abril - 1041715,Misc,N/A,,
1c8710fd-4afc-4327-8e71-baa65c2d041a,,,CS 7 De Abril - 1060110,CS 7 De Abril - 1060110,CS 7 De Abril - 1060110,CS 7 De Abril - 1060110,Misc,N/A,,
81b5bf13-e029-4b01-a496-2ff67c9c97f8,,,CS 7 De Setembro - 1011606,CS 7 De Setembro - 1011606,CS 7 De Setembro - 1011606,CS 7 De Setembro - 1011606,Misc,N/A,,
3dbdbe78-095d-4d2f-a10d-2475440b9a39,,,CS 8 de Março - 1041236,CS 8 de Março - 1041236,CS 8 de Março - 1041236,CS 8 de Março - 1041236,Misc,N/A,,
2c82d94d-68cb-4ad2-84ea-c690f206b8bc,,,CS Adine 3 - 1010202,CS Adine 3 - 1010202,CS Adine 3 - 1010202,CS Adine 3 - 1010202,Misc,N/A,,
85b87abc-9dd1-4dd0-b859-ae6730234a51,,,CS Agostinho Neto - 1081007,CS Agostinho Neto - 1081007,CS Agostinho Neto - 1081007,CS Agostinho Neto - 1081007,Misc,N/A,,
9bd9df35-7a5b-41e4-8f6f-c614cb57b63b,,,CS Akumi - 1031715,CS Akumi - 1031715,CS Akumi - 1031715,CS Akumi - 1031715,Misc,N/A,,
d26cac9e-0a78-424d-ac26-d98d21f533ae,,,CS Albazine - 1110411,CS Albazine - 1110411,CS Albazine - 1110411,CS Albazine - 1110411,Misc,N/A,,
c8c94d5d-b8aa-46ff-aa66-a04efe227dba,,,CS Alto Benfica - 1041114,CS Alto Benfica - 1041114,CS Alto Benfica - 1041114,CS Alto Benfica - 1041114,Misc,N/A,,
a299c7f8-a50f-4fef-a48c-1fed2a7da10d,,,CS Alto Changane - 1090307,CS Alto Changane - 1090307,CS Alto Changane - 1090307,CS Alto Changane - 1090307,Misc,N/A,,
80c0cbd8-60b0-43bb-a756-a6d3daef71c0,,,CS Alto Ligonha - 1040406,CS Alto Ligonha - 1040406,CS Alto Ligonha - 1040406,CS Alto Ligonha - 1040406,Misc,N/A,,
718013f1-268d-4736-990e-fc8a4f7bbccd,,,CS Alto Maganha - 1041737,CS Alto Maganha - 1041737,CS Alto Maganha - 1041737,CS Alto Maganha - 1041737,Misc,N/A,,
12bfe972-476c-4878-9b5b-28ee87f3370a,,,CS Alto Maé - 1110106,CS Alto Maé - 1110106,CS Alto Maé - 1110106,CS Alto Maé - 1110106,Misc,N/A,,
13b09fbc-a996-407d-81a2-fa40b53fa665,,,CS Alto Molócuè - 1040206,CS Alto Molócuè - 1040206,CS Alto Molócuè - 1040206,CS Alto Molócuè - 1040206,Misc,N/A,,
c6970ac4-e667-4d98-9647-016eda733026,,,CS Alto Mutola - 1040916,CS Alto Mutola - 1040916,CS Alto Mutola - 1040916,CS Alto Mutola - 1040916,Misc,N/A,,
48c2df74-e5fc-408b-afc4-d06de0295d73,,,CS Alua - 1030306,CS Alua - 1030306,CS Alua - 1030306,CS Alua - 1030306,Misc,N/A,,
142c9f04-6450-4fb0-8ee1-0659db93acd0,,,CS Amambos - 1071127,CS Amambos - 1071127,CS Amambos - 1071127,CS Amambos - 1071127,Misc,N/A,,
88e29901-d95b-4a6b-a147-aed8e71c5e9e,,,CS Amatongas - 1060307,CS Amatongas - 1060307,CS Amatongas - 1060307,CS Amatongas - 1060307,Misc,N/A,,
aa4e1afd-8d92-4c36-8f14-b32b036ecf91,,,CS Amoro - 1041618,CS Amoro - 1041618,CS Amoro - 1041618,CS Amoro - 1041618,Misc,N/A,,
d99d34ef-1fd9-4770-b253-f3b496db7ef3,,,CS Ampara - 1070207,CS Ampara - 1070207,CS Ampara - 1070207,CS Ampara - 1070207,Misc,N/A,,
1ba436d3-46c3-4223-95a5-707aee5464c4,,,CS Anchilo - 1032007,CS Anchilo - 1032007,CS Anchilo - 1032007,CS Anchilo - 1032007,Misc,N/A,,
0f6c89de-7b84-4642-be59-6e1d18ad6904,,,CS Ancuabe - 1020206,CS Ancuabe - 1020206,CS Ancuabe - 1020206,CS Ancuabe - 1020206,Misc,N/A,,
7687c9bd-5161-46df-90be-ece231af8ed7,,,CS Ancuaze - 1051402,CS Ancuaze - 1051402,CS Ancuaze - 1051402,CS Ancuaze - 1051402,Misc,N/A,,
8b887dfb-239a-46de-b257-44260cfdc281,,,CS Arijuane - 1040308,CS Arijuane - 1040308,CS Arijuane - 1040308,CS Arijuane - 1040308,Misc,N/A,,
816464c9-def8-4977-8c16-93bd318a28b2,,,CS Assumane - 1010110,CS Assumane - 1010110,CS Assumane - 1010110,CS Assumane - 1010110,Misc,N/A,,
5671c536-b969-4b66-a8b7-3b25f7bd3d82,,,CS Aube - 1030210,CS Aube - 1030210,CS Aube - 1030210,CS Aube - 1030210,Misc,N/A,,
28cb0d55-b8bd-4994-9080-f540aae970ab,,,CS B. Cariocó - 1020106,CS B. Cariocó - 1020106,CS B. Cariocó - 1020106,CS B. Cariocó - 1020106,Misc,N/A,,
293e80e2-4d00-4eca-8bbb-a6ab33ac2771,,,CS B. Cimento - 1020109,CS B. Cimento - 1020109,CS B. Cimento - 1020109,CS B. Cimento - 1020109,Misc,N/A,,
fb63eac6-fc5d-43b6-99c7-658c5182ff85,,,CS B. Ingonane - 1020107,CS B. Ingonane - 1020107,CS B. Ingonane - 1020107,CS B. Ingonane - 1020107,Misc,N/A,,
3b096b8d-0eeb-42e6-9329-1d3d4b5b06f8,,,CS B. Muxara - 1020112,CS B. Muxara - 1020112,CS B. Muxara - 1020112,CS B. Muxara - 1020112,Misc,N/A,,
f0660875-2e20-4473-b449-46e3617910f8,,,CS Bagamoio - 1110507,CS Bagamoio - 1110507,CS Bagamoio - 1110507,CS Bagamoio - 1110507,Misc,N/A,,
7ec13608-c645-4421-a5e0-20eafca2455b,,,CS Baixo Pinda - 1030916,CS Baixo Pinda - 1030916,CS Baixo Pinda - 1030916,CS Baixo Pinda - 1030916,Misc,N/A,,
a0e9fff4-3b18-45a9-81f0-f4fd0c2bc2bf,,,CS Balama - 1020306,CS Balama - 1020306,CS Balama - 1020306,CS Balama - 1020306,Misc,N/A,,
81450539-6bb7-43ab-8393-f054d8c41289,,,CS Balane ( Urbano ) - 1080106,CS Balane ( Urbano ) - 1080106,CS Balane ( Urbano ) - 1080106,CS Balane ( Urbano ) - 1080106,Misc,N/A,,
669b9d2a-013c-41a6-8ef8-687088b5f199,,,CS Balata - 1080907,CS Balata - 1080907,CS Balata - 1080907,CS Balata - 1080907,Misc,N/A,,
5dc5c39b-bd47-4424-93a9-3160cb8aad75,,,CS Balicholo - 1041321,CS Balicholo - 1041321,CS Balicholo - 1041321,CS Balicholo - 1041321,Misc,N/A,,
62619b31-4876-40eb-a77b-983c09b4383a,,,CS Bandeze - 1010313,CS Bandeze - 1010313,CS Bandeze - 1010313,CS Bandeze - 1010313,Misc,N/A,,
bc881ead-962d-42d8-abcf-bd003a9bc644,,,CS Bandua - 1070206,CS Bandua - 1070206,CS Bandua - 1070206,CS Bandua - 1070206,Misc,N/A,,
6deb7972-ee30-4fef-9ea3-2fc9a24845cc,,,CS Banga - 1050414,CS Banga - 1050414,CS Banga - 1050414,CS Banga - 1050414,Misc,N/A,,
614a5640-d8ee-4337-8a0a-ba401e9f90a4,,,CS Banguene - 1090910,CS Banguene - 1090910,CS Banguene - 1090910,CS Banguene - 1090910,Misc,N/A,,
788d54ec-2bc7-414c-8088-12e24a894455,,,CS Banguza - 1081406,CS Banguza - 1081406,CS Banguza - 1081406,CS Banguza - 1081406,Misc,N/A,,
e18e4f69-2850-4cd2-99ce-bbee599b477d,,,CS Banhine - 1091206,CS Banhine - 1091206,CS Banhine - 1091206,CS Banhine - 1091206,Misc,N/A,,
89acaecd-eb66-4b85-8f4f-6003577be0d8,,,CS Banhine AD - DD -,CS Banhine AD - DD -,CS Banhine AD - DD -,CS Banhine AD - DD -,Misc,N/A,,
84a4541c-0d69-4193-b8ed-0e5af6559e84,,,CS Barada - 1070209,CS Barada - 1070209,CS Barada - 1070209,CS Barada - 1070209,Misc,N/A,,
684f97d5-669c-4e83-8f04-a09ac356ed8d,,,CS Barauro - 1060214,CS Barauro - 1060214,CS Barauro - 1060214,CS Barauro - 1060214,Misc,N/A,,
4b6cb701-f34b-4c7c-86f3-ff17c98a643e,,,CS Barragem - 1031808,CS Barragem - 1031808,CS Barragem - 1031808,CS Barragem - 1031808,Misc,N/A,,
bd60f362-d4d6-40eb-9c5a-8a6a944b0b45,,,CS Barragem - 1090608,CS Barragem - 1090608,CS Barragem - 1090608,CS Barragem - 1090608,Misc,N/A,,
ad6608c8-d071-499d-8edf-017a17292c89,,,CS Barrane - 1081115,CS Barrane - 1081115,CS Barrane - 1081115,CS Barrane - 1081115,Misc,N/A,,
9424f335-0bda-4b15-acf6-f4505e15fd6a,,,CS Bassane - 1060506,CS Bassane - 1060506,CS Bassane - 1060506,CS Bassane - 1060506,Misc,N/A,,
3fe9043d-e93f-4ef7-bba1-a7dbf141f2cf,,,CS Bawe - 1050713,CS Bawe - 1050713,CS Bawe - 1050713,CS Bawe - 1050713,Misc,N/A,,
85815193-e0c8-40d8-95b5-8fa88f6f7179,,,CS Bawe - 1051105,CS Bawe - 1051105,CS Bawe - 1051105,CS Bawe - 1051105,Misc,N/A,,
1f2ba086-c36b-4a0b-b84a-b4fb54013034,,,CS Bazaruto - 1080609,CS Bazaruto - 1080609,CS Bazaruto - 1080609,CS Bazaruto - 1080609,Misc,N/A,,
1118e40c-1d70-4958-a59a-326ef8612db5,,,CS Bedene - 1100122,CS Bedene - 1100122,CS Bedene - 1100122,CS Bedene - 1100122,Misc,N/A,,
c5bd1f0d-24c7-41ca-bfa1-ad289039dc46,,,CS Beia-Peia - 1070905,CS Beia-Peia - 1070905,CS Beia-Peia - 1070905,CS Beia-Peia - 1070905,Misc,N/A,,
74a6362b-0d93-41a3-8c99-f253f7124877,,,CS Belane - 1081306,CS Belane - 1081306,CS Belane - 1081306,CS Belane - 1081306,Misc,N/A,,
aa744b95-bf45-4e68-939a-b51be8483fce,,,CS Beleluane - 1100210,CS Beleluane - 1100210,CS Beleluane - 1100210,CS Beleluane - 1100210,Misc,N/A,,
945d7608-63f5-4ebb-92b2-bb479a4c9098,,,CS Bembe - 1081011,CS Bembe - 1081011,CS Bembe - 1081011,CS Bembe - 1081011,Misc,N/A,,
0db3c9f7-5aa9-4801-88da-919d2c9549a7,,,CS Benga - 1051009,CS Benga - 1051009,CS Benga - 1051009,CS Benga - 1051009,Misc,N/A,,
c74f2346-153c-424f-8a12-886e0966b8fd,,,CS Benguerra - 1081302,CS Benguerra - 1081302,CS Benguerra - 1081302,CS Benguerra - 1081302,Misc,N/A,,
843f1ab4-8f09-4a38-a65d-5e4c151d5c80,,,CS Benzane - 1080811,CS Benzane - 1080811,CS Benzane - 1080811,CS Benzane - 1080811,Misc,N/A,,
206342cb-69fe-465d-9f90-3f551dac43f5,,,CS Betula - 1090908,CS Betula - 1090908,CS Betula - 1090908,CS Betula - 1090908,Misc,N/A,,
8cad9190-5b6a-4055-a041-11b3f3067d4b,,,CS Bilibiza - 1021710,CS Bilibiza - 1021710,CS Bilibiza - 1021710,CS Bilibiza - 1021710,Misc,N/A,,
7bf8a7c5-1591-44a3-9a61-954efb4528d1,,,CS Bingagira - 1040711,CS Bingagira - 1040711,CS Bingagira - 1040711,CS Bingagira - 1040711,Misc,N/A,,
3243e88b-140d-44cf-bfb3-d50d27c7c467,,,CS Bloco Nove - 1070717,CS Bloco Nove - 1070717,CS Bloco Nove - 1070717,CS Bloco Nove - 1070717,Misc,N/A,,
132678e6-ef6e-4f92-9d9b-a84aa1d27da6,,,CS Boane - 1100206,CS Boane - 1100206,CS Boane - 1100206,CS Boane - 1100206,Misc,N/A,,
a1e068d3-db81-4513-8a52-251aad2bb666,,,CS Bolimo - 1051117,CS Bolimo - 1051117,CS Bolimo - 1051117,CS Bolimo - 1051117,Misc,N/A,,
27402725-78cd-4781-a99e-027a087178cd,,,CS Bonifacio Groveta - 1040299,CS Bonifacio Groveta - 1040299,CS Bonifacio Groveta - 1040299,CS Bonifacio Groveta - 1040299,Misc,N/A,,
5f2da82c-620d-4ed0-bf37-0ce1f50aa5c3,,,CS Boquisso - 1100114,CS Boquisso - 1100114,CS Boquisso - 1100114,CS Boquisso - 1100114,Misc,N/A,,
3bec5839-96e8-4555-b5ae-2025983a0e87,,,CS Boroma - 1041307,CS Boroma - 1041307,CS Boroma - 1041307,CS Boroma - 1041307,Misc,N/A,,
edc2c62f-93a6-4bc0-89c7-5cd8c59f4f0f,,,CS Boroma - 1051505,CS Boroma - 1051505,CS Boroma - 1051505,CS Boroma - 1051505,Misc,N/A,,
8e9fb4f0-be75-4230-87c1-daa592a7dad8,,,CS Brandão - 1041019,CS Brandão - 1041019,CS Brandão - 1041019,CS Brandão - 1041019,Misc,N/A,,
fc0d4186-5822-4261-9f58-b2677bca9b53,,,CS Briganha - 1031208,CS Briganha - 1031208,CS Briganha - 1031208,CS Briganha - 1031208,Misc,N/A,,
b1809982-3b58-4e63-b7e8-da5710f70fb4,,,CS Buene - 1070911,CS Buene - 1070911,CS Buene - 1070911,CS Buene - 1070911,Misc,N/A,,
d2674511-a554-442c-9cea-807921b56193,,,CS Bunga - 1060406,CS Bunga - 1060406,CS Bunga - 1060406,CS Bunga - 1060406,Misc,N/A,,
6b655a79-ab41-429b-9dfc-235d33a5a2a6,,,CS Bunga - 1060994,CS Bunga - 1060994,CS Bunga - 1060994,CS Bunga - 1060994,Misc,N/A,,
05edede2-076d-40e0-8d5d-0342ead7b3b3,,,CS Bungane - 1091217,CS Bungane - 1091217,CS Bungane - 1091217,CS Bungane - 1091217,Misc,N/A,,
221494b6-77b2-4d11-b8be-aad14e466e94,,,CS Bungane AD - DD -,CS Bungane AD - DD -,CS Bungane AD - DD -,CS Bungane AD - DD -,Misc,N/A,,
d49f4fe7-43ac-4a80-8c0b-35ea4a2d5763,,,CS Bura - 1070210,CS Bura - 1070210,CS Bura - 1070210,CS Bura - 1070210,Misc,N/A,,
abb18c11-4de5-4367-b793-f8b47527340b,,,CS Búzua - 1061006,CS Búzua - 1061006,CS Búzua - 1061006,CS Búzua - 1061006,Misc,N/A,,
e90a6bc2-3402-40d3-85c9-88f162736bb4,,,CS C.A.M.I.N.A - 1031714,CS C.A.M.I.N.A - 1031714,CS C.A.M.I.N.A - 1031714,CS C.A.M.I.N.A - 1031714,Misc,N/A,,
836405f0-b63b-43f0-b7dc-9f2ced29d357,,,CS Cabeceira Pequena - 1031413,CS Cabeceira Pequena - 1031413,CS Cabeceira Pequena - 1031413,CS Cabeceira Pequena - 1031413,Misc,N/A,,
4eb6e693-d5e9-46eb-9df6-ce0335f93a3d,,,CS Cabuir - 1040902,CS Cabuir - 1040902,CS Cabuir - 1040902,CS Cabuir - 1040902,Misc,N/A,,
a1959c05-d509-4773-8a84-09332e079c61,,,CS Cachembe - 1051507,CS Cachembe - 1051507,CS Cachembe - 1051507,CS Cachembe - 1051507,Misc,N/A,,
84035c0f-c723-4bbd-afac-3cfc0df53f13,,,CS Cado - 1070459,CS Cado - 1070459,CS Cado - 1070459,CS Cado - 1070459,Misc,N/A,,
3ec47b1b-80ad-475e-be54-8faf176e0309,,,CS Cagembe - 1021707,CS Cagembe - 1021707,CS Cagembe - 1021707,CS Cagembe - 1021707,Misc,N/A,,
7e7790ee-e905-42b6-99e3-711ef9b4030e,,,CS Cagore - 1060207,CS Cagore - 1060207,CS Cagore - 1060207,CS Cagore - 1060207,Misc,N/A,,
b3a98c34-c849-44b3-9581-8aa23626de83,,,CS Caiaia - 1040207,CS Caiaia - 1040207,CS Caiaia - 1040207,CS Caiaia - 1040207,Misc,N/A,,
f981857c-16cb-44df-aaf8-175351749d56,,,CS Caiave - 1041110,CS Caiave - 1041110,CS Caiave - 1041110,CS Caiave - 1041110,Misc,N/A,,
5af222ee-effc-46cf-8450-154a542c940b,,,CS Cala - 1081408,CS Cala - 1081408,CS Cala - 1081408,CS Cala - 1081408,Misc,N/A,,
e2632d70-0f91-42ae-8d9b-1f4e2c2a9c82,,,CS Calanga - 1100410,CS Calanga - 1100410,CS Calanga - 1100410,CS Calanga - 1100410,Misc,N/A,,
8e8995fd-3d41-4a67-b091-39c5e889d10f,,,CS Calipo - 1031107,CS Calipo - 1031107,CS Calipo - 1031107,CS Calipo - 1031107,Misc,N/A,,
44d5efda-68e2-40b9-90fc-04affd9ccdd4,,,CS Calomue - 1050203,CS Calomue - 1050203,CS Calomue - 1050203,CS Calomue - 1050203,Misc,N/A,,
eb505fd7-cd38-4cc7-9816-8feec61625aa,,,CS Cambine - 1081107,CS Cambine - 1081107,CS Cambine - 1081107,CS Cambine - 1081107,Misc,N/A,,
40a02a43-74d5-40e1-bdce-e7b9b3ed3815,,,CS Cambulatsitsi - 1051010,CS Cambulatsitsi - 1051010,CS Cambulatsitsi - 1051010,CS Cambulatsitsi - 1051010,Misc,N/A,,
7acf201a-0ae1-44bf-b7ec-67b852f6efd2,,,CS Campala - 1050711,CS Campala - 1050711,CS Campala - 1050711,CS Campala - 1050711,Misc,N/A,,
092509dc-1186-4331-92dd-b1c2700a3ca9,,,CS Campange - 1061011,CS Campange - 1061011,CS Campange - 1061011,CS Campange - 1061011,Misc,N/A,,
fdfdee8e-d56b-4665-99e2-1fabf087fe64,,,CS Campoane - 1100207,CS Campoane - 1100207,CS Campoane - 1100207,CS Campoane - 1100207,Misc,N/A,,
8af93463-6b54-41d7-bf72-642d4fd07ba8,,,CS Canda - 1070812,CS Canda - 1070812,CS Canda - 1070812,CS Canda - 1070812,Misc,N/A,,
f3cc4cf0-afca-49df-9469-829d5ec24735,,,CS Canda - 1081416,CS Canda - 1081416,CS Canda - 1081416,CS Canda - 1081416,Misc,N/A,,
9f57cf96-2a45-4634-b4ba-e840abb6dd44,,,CS Candulo - 1011019,CS Candulo - 1011019,CS Candulo - 1011019,CS Candulo - 1011019,Misc,N/A,,
f46418fc-d9d7-4bbc-92ac-826ffb115ea2,,,CS Cangela - 1080910,CS Cangela - 1080910,CS Cangela - 1080910,CS Cangela - 1080910,Misc,N/A,,
89b9bbce-85b7-4085-9721-72f8969b47d2,,,CS Canhandula - 1070716,CS Canhandula - 1070716,CS Canhandula - 1070716,CS Canhandula - 1070716,Misc,N/A,,
040a12be-fa67-4c0e-a17b-e3cc456a2c68,,,CS Canjanda - 1050112,CS Canjanda - 1050112,CS Canjanda - 1050112,CS Canjanda - 1050112,Misc,N/A,,
e2ed2d8b-1575-4759-b893-aae227bfddc0,,,CS Canxixe - 1071010,CS Canxixe - 1071010,CS Canxixe - 1071010,CS Canxixe - 1071010,Misc,N/A,,
bc8f56c2-eff5-4a9f-8a95-75fb998ed6cd,,,CS Caphirizange - 1051011,CS Caphirizange - 1051011,CS Caphirizange - 1051011,CS Caphirizange - 1051011,Misc,N/A,,
54a8dd73-2b01-4a6b-8b9b-68b72c7219d2,,,CS Capitine - 1100307,CS Capitine - 1100307,CS Capitine - 1100307,CS Capitine - 1100307,Misc,N/A,,
2412e103-50ae-4218-850a-4e3b7a0cbfbc,,,CS Caramaja - 1032009,CS Caramaja - 1032009,CS Caramaja - 1032009,CS Caramaja - 1032009,Misc,N/A,,
b421a5b2-8311-48ff-9e61-6e1bed9c7326,,,CS Carapira - 1031307,CS Carapira - 1031307,CS Carapira - 1031307,CS Carapira - 1031307,Misc,N/A,,
2d68a2c2-98ec-45d6-a8c0-cf4476837db9,,,CS Carico - 1041007,CS Carico - 1041007,CS Carico - 1041007,CS Carico - 1041007,Misc,N/A,,
4c7afeae-199a-46cd-a9be-e0f2c3c83b0f,,,CS Cariua - 1040913,CS Cariua - 1040913,CS Cariua - 1040913,CS Cariua - 1040913,Misc,N/A,,
17abc3e2-1abf-4820-a71b-03db45b6ce32,,,CS Carmelo - 1090603,CS Carmelo - 1090603,CS Carmelo - 1090603,CS Carmelo - 1090603,Misc,N/A,,
d5f3b32d-b0f6-4075-aebb-505079de57d0,,,CS Caronga - 1011017,CS Caronga - 1011017,CS Caronga - 1011017,CS Caronga - 1011017,Misc,N/A,,
7872de18-b7a9-4662-ba28-97cdbc52c04a,,,CS Casa Banana - 1070818,CS Casa Banana - 1070818,CS Casa Banana - 1070818,CS Casa Banana - 1070818,Misc,N/A,,
91c5de2b-2699-484a-9c31-5d762dcc744f,,,CS Cassenga - 1051311,CS Cassenga - 1051311,CS Cassenga - 1051311,CS Cassenga - 1051311,Misc,N/A,,
6f7f6944-6c97-4570-ad18-03efd3511bd2,,,CS Catale - 1041237,CS Catale - 1041237,CS Catale - 1041237,CS Catale - 1041237,Misc,N/A,,
a607c2df-5165-4ada-b7c6-69eaf1e0e04f,,,CS Catamoio - 1030219,CS Catamoio - 1030219,CS Catamoio - 1030219,CS Catamoio - 1030219,Misc,N/A,,
6e0f7bb5-71bd-4c2a-9536-0d3430be9d2a,,,CS Catandica - 1060215,CS Catandica - 1060215,CS Catandica - 1060215,CS Catandica - 1060215,Misc,N/A,,
75a50967-ab07-4c61-bda4-bf39638f71a5,,,CS Catapua - 1020409,CS Catapua - 1020409,CS Catapua - 1020409,CS Catapua - 1020409,Misc,N/A,,
0fba7e9a-1aa2-4996-87ca-437f874db10c,,,CS Catembe - 1110609,CS Catembe - 1110609,CS Catembe - 1110609,CS Catembe - 1110609,Misc,N/A,,
307c2c62-26d0-4f27-b58e-78b6667df7e8,,,CS Cateme - 1051017,CS Cateme - 1051017,CS Cateme - 1051017,CS Cateme - 1051017,Misc,N/A,,
9bbf43b7-1c67-4c92-bb02-49a78924e86f,,,CS Catize - 1061207,CS Catize - 1061207,CS Catize - 1061207,CS Catize - 1061207,Misc,N/A,,
7496e463-f1b0-462f-a429-69974a948ba2,,,CS Catondo - 1050216,CS Catondo - 1050216,CS Catondo - 1050216,CS Catondo - 1050216,Misc,N/A,,
49402eb6-b6b6-42ef-b787-1d05ac46e479,,,CS Catuane - 1100608,CS Catuane - 1100608,CS Catuane - 1100608,CS Catuane - 1100608,Misc,N/A,,
b6354289-0334-4cad-b42e-15ccd8c62243,,,CS Catulene - 1070439,CS Catulene - 1070439,CS Catulene - 1070439,CS Catulene - 1070439,Misc,N/A,,
a7acd921-7083-4488-9496-cbc782496958,,,CS Cava - 1030913,CS Cava - 1030913,CS Cava - 1030913,CS Cava - 1030913,Misc,N/A,,
4d2fb8d8-c48b-44bb-9b38-87e57f3f6120,,,CS Cazindira - 1050806,CS Cazindira - 1050806,CS Cazindira - 1050806,CS Cazindira - 1050806,Misc,N/A,,
0351026a-d562-465e-88ef-294db355118a,,,CS Cazula - 1050606,CS Cazula - 1050606,CS Cazula - 1050606,CS Cazula - 1050606,Misc,N/A,,
171c1286-b328-47a8-8f32-1e0028d9fc3a,,,CS Celula Mussavene - 1090304,CS Celula Mussavene - 1090304,CS Celula Mussavene - 1090304,CS Celula Mussavene - 1090304,Misc,N/A,,
43e3de12-66f8-437b-b87a-0eca94db179d,,,CS Ceramica - 1070110,CS Ceramica - 1070110,CS Ceramica - 1070110,CS Ceramica - 1070110,Misc,N/A,,
a37e498e-0523-48db-92c6-6e0de345a81d,,,CS CFM - 1031711,CS CFM - 1031711,CS CFM - 1031711,CS CFM - 1031711,Misc,N/A,,
121a7865-11a6-4cf6-916e-a74ea087f48b,,,CS CFM - 1051013,CS CFM - 1051013,CS CFM - 1051013,CS CFM - 1051013,Misc,N/A,,
27e20e79-c8f8-433f-9d64-52ac40c2b5b7,,,CS Chabeco - 1040114,CS Chabeco - 1040114,CS Chabeco - 1040114,CS Chabeco - 1040114,Misc,N/A,,
b33a1e31-a9da-4aec-98fb-5f3b42e50922,,,CS Chacane - 1080506,CS Chacane - 1080506,CS Chacane - 1080506,CS Chacane - 1080506,Misc,N/A,,
39691cc4-c944-461b-9dfc-328597b6e1bc,,,CS Chai - 1020614,CS Chai - 1020614,CS Chai - 1020614,CS Chai - 1020614,Misc,N/A,,
